Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;4.643829428;0.066131;0.13950049;0;0.0;0.0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;3.711107313;0.00561745314;0.04756927794;0;0.0;0.0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0.0;0.0;0.0;0;0.3187183623;0.0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;72.59420407;0.007535711;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Cooking;COOKING;66.065;74.12;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;14.02207558;0.01768582065;1.079669967;0;0.0;0.0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0.0;0.0;1.890073895;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0.0;0.0;0.0;0;0.0;1.630826897;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
