Regions;Elements;C_inv;C_maint;C_op
C1;TRAIN_PUB;;;
C1;PLANE_SHORT_HAUL;;;
C1;PLANE_H2_SHORT_HAUL;;;
C1;PLANE_LONG_HAUL;;;
C1;CAR_GASOLINE;;;
C1;CAR_DIESEL;;;
C1;CAR_NG;;;
C1;CAR_METHANOL;;;
C1;CAR_HEV;;;
C1;CAR_PHEV;;;
C1;CAR_BEV;;;
C1;CAR_FUEL_CELL;;;
C1;TRAIN_FREIGHT;;;
C1;BOAT_FREIGHT_DIESEL;;;
C1;BOAT_FREIGHT_NG;;;
C1;BOAT_FREIGHT_METHANOL;;;
C1;CARGO_LFO;;;
C1;CARGO_LNG;;;
C1;CARGO_METHANOL;;;
C1;CARGO_AMMONIA;;;
C1;CARGO_FUELCELL_LH2;;;
C1;CARGO_FUELCELL_AMMONIA;;;
C1;CARGO_RETRO_METHANOL;;;
C1;CARGO_RETRO_AMMONIA;;;
C1;TRUCK_DIESEL;;;
C1;TRUCK_METHANOL;;;
C1;TRUCK_FUEL_CELL;;;
C1;TRUCK_ELEC;;;
C1;TRUCK_NG;;;
C1;EFFICIENCY;;;
C1;DHN;;;
C1;GRID;;;
C1;HVAC_LINE;0.04576155077311547;0.008950090519330229;
C1;HVDC_SUBSEA;;;
C1;GAS_PIPELINE;;;
C1;GAS_SUBSEA;;;
C1;H2_RETROFITTED;;;
C1;H2_NEW;;;
C1;H2_SUBSEA_RETRO;;;
C1;H2_SUBSEA_NEW;;;
C1;H2_ELECTROLYSIS;;;
C1;H2_NG;;;
C1;H2_BIOMASS;;;
C1;BIOMASS_TO_METHANE;;;
C1;BIOWASTE_TO_METHANE;;;
C1;SYN_METHANATION;;;
C1;BIOMETHANATION_WET_BIOMASS;;;
C1;BIOMETHANATION_BIOWASTE;;;
C1;BIOMASS_TO_JET_FUEL;;;
C1;BIOMASS_TO_LFO;;;
C1;BIOWASTE_TO_JET_FUEL;;;
C1;BIOWASTE_TO_LFO;;;
C1;DIESEL_TO_JET_FUEL;;;
C1;ATM_CCS;;;
C1;INDUSTRY_CCS;;;
C1;SYN_METHANOLATION;;;
C1;METHANE_TO_METHANOL;;;
C1;BIOMASS_TO_METHANOL;;;
C1;BIOWASTE_TO_METHANOL;;;
C1;HABER_BOSCH;;;
C1;POWER_TO_JET_FUEL;;;
C1;POWER_TO_LFO;;;
C1;H2_TO_JET_FUEL;;;
C1;H2_TO_LFO;;;
C1;AMMONIA_TO_H2;;;
C1;OIL_TO_HVC;;;
C1;GAS_TO_HVC;;;
C1;BIOMASS_TO_HVC;;;
C1;METHANOL_TO_HVC;;;
C1;BATT_LI;0.0008419745515487797;9.900809463235175e-06;
C1;BATT_HS;0.060437087500876265;0.006725147471758923;
C1;CAES;;;
C1;BEV_BATT;;;
C1;PHEV_BATT;;;
C1;DAM_STORAGE;;;
C1;PHS;;;
C1;TS_DEC_DIRECT_ELEC;0.03565019073711528;0.002214093001956824;
C1;TS_DEC_HP_ELEC;;;
C1;TS_DEC_THHP_GAS;;;
C1;TS_DEC_COGEN_GAS;;;
C1;TS_DEC_COGEN_OIL;;;
C1;TS_DEC_ADVCOGEN_GAS;;;
C1;TS_DEC_ADVCOGEN_H2;;;
C1;TS_DEC_BOILER_GAS;5.905391078055277e-05;3.66760592002332e-06;
C1;TS_DEC_BOILER_WOOD;;;
C1;TS_DEC_BOILER_OIL;;;
C1;TS_DHN_DAILY;;;
C1;TS_DHN_SEASONAL;;;
C1;TS_HIGH_TEMP;;;
C1;GAS_STORAGE;;;
C1;H2_STORAGE;;;
C1;DIESEL_STORAGE;;0.001553396052206901;
C1;JET_FUEL_STORAGE;0.00016145309875441425;0.0001116369130443448;
C1;GASOLINE_STORAGE;2.454190876787968e-06;0.001438507165834139;
C1;LFO_STORAGE;;;
C1;AMMONIA_STORAGE;;;
C1;METHANOL_STORAGE;;;
C1;PT_STORAGE;;;
C1;ST_STORAGE;;;
C1;TS_COLD;;;
C1;CO2_STORAGE;;;
C1;STOVE_WOOD;;0.005317918173198984;
C1;STOVE_LPG;;0.02048459463161402;
C1;STOVE_NG;2.512368961713282e-06;9.586092990271816e-05;
C1;STOVE_OIL;;9.392291311039104e-05;
C1;STOVE_ELEC;0.005235271677784268;0.0008042119511765563;
C1;PLANE;;;
C1;FERMENTATION_TO_BIOETHANOL;;;
C1;ESTERIFICATION_TO_BIODIESEL;;;
C1;IND_BOILER_DIESEL;;0.0001355460207181479;
C1;IND_BOILER_LPG;;;
C1;LPG_STORAGE;0.0014082922935008972;0.0005024096321905388;
C1;LNG_STORAGE;0.00033014807371201755;0.0001115862455013615;
C1;CAR_FG_PRIVATE;;;
C1;BUS_FG_PRIVATE;;;
C1;PICKUP_TRUCK_FG_PRIVATE;;;
C1;SUV_FG_PRIVATE;;;
C1;MOTORCYCLE_FG_PRIVATE;;;
C1;CAR_FG_PUBLIC;;;
C1;BUS_FG_PUBLIC;;;
C1;PICKUP_TRUCK_FG_PUBLIC;;;
C1;SUV_FG_PUBLIC;;;
C1;MOTORCYCLE_FG_PUBLIC;;;
C1;CAR_GASOLINE_PRIVATE;;;
C1;BUS_GASOLINE_PRIVATE;;;
C1;PICKUP_TRUCK_GASOLINE_PRIVATE;;;
C1;SUV_GASOLINE_PRIVATE;;;
C1;MOTORCYCLE_GASOLINE_PRIVATE;;;
C1;CAR_GASOLINE_PUBLIC;;;
C1;BUS_GASOLINE_PUBLIC;;;
C1;PICKUP_TRUCK_GASOLINE_PUBLIC;;;
C1;SUV_GASOLINE_PUBLIC;;;
C1;MOTORCYCLE_GASOLINE_PUBLIC;;;
C1;CAR_DIESEL_PRIVATE;;;
C1;BUS_DIESEL_PRIVATE;;;
C1;PICKUP_TRUCK_DIESEL_PRIVATE;;;
C1;SUV_DIESEL_PRIVATE;;;
C1;MOTORCYCLE_DIESEL_PRIVATE;;;
C1;CAR_DIESEL_PUBLIC;;;
C1;BUS_DIESEL_PUBLIC;;;
C1;PICKUP_TRUCK_DIESEL_PUBLIC;;;
C1;SUV_DIESEL_PUBLIC;;;
C1;MOTORCYCLE_DIESEL_PUBLIC;;;
C1;TRUCK_FG;;;
C1;VAN_FG;;;
C1;CARGO_MOTORCYCLE_FG;;;
C1;TRUCK_GASOLINE;;;
C1;VAN_GASOLINE;;;
C1;CARGO_MOTORCYCLE_GASOLINE;;;
C1;TRUCK_DIESEL_P;;;
C1;VAN_DIESEL;;;
C1;CARGO_MOTORCYCLE_DIESEL;;;
C1;CONVENTIONAL_BULB;;;
C1;LED_BULB;3.61834303057888e-06;;
C1;CONVENTIONAL_LIGHT;;;
C1;LED_LIGHT;0.0016778446351268462;0.002033923643567513;
C1;REFRIGERATOR_EL;;;
C1;COMM_MACHINERY_DIESEL;1.3340659967593048e-05;1.826350499814921e-06;
C1;COMM_MACHINERY_EL;1.3583644762906474e-05;1.388317927234788e-06;
C1;IND_MACHINERY_EL;;;
C1;TRACTOR_DIESEL;;;
C1;AGR_MACHINERY_DIESEL;;;
C1;AGR_MACHINERY_EL;;;
C1;MIN_MACHINERY_DIESEL;;;
C1;MIN_MACHINERY_EL;;;
C1;FISH_MACHINERY_DIESEL;;6.810470409799395e-05;
C1;FISH_MACHINERY_EL;;4.798100836611391e-05;
C1;TRACTOR_EL;;;
C1;BUS_ELEC_PUBLIC;;;
C1;BUS_ELEC_PRIVATE;;;
C1;PICKUP_TRUCK_ELEC_PUBLIC;;;
C1;PICKUP_TRUCK_ELEC_PRIVATE;;;
C1;SUV_ELEC_PUBLIC;;;
C1;SUV_ELEC_PRIVATE;;;
C1;MOTORCYCLE_ELEC_PUBLIC;;;
C1;MOTORCYCLE_ELEC_PRIVATE;;;
C1;VAN_ELEC;;;
C1;CARGO_MOTORCYCLE_ELEC;;;
C1;TRAIN_FREIGHT_ELEC;;;
C1;BOAT_FREIGHT_ELEC;;;
C1;FUEL_CELL;;;
C1;ETHANOL_TO_FUELS;;;
C1;BIO_HYDROLYSIS;;;
C1;PYROLYSIS_TO_FUELS;;;
C1;PYROLYSIS_TO_LFO;;;
C1;FB_ST_BIOMASS;;;
C1;CFB_ST_BIOMASS;;;
C1;BFB_ST_BIOMASS;;;
C1;REGASIFICATION;2.8133997186600532e-05;5.107464925776093e-06;
C1;LIQUEFACTION;;;
C1;DIESEL_PIPELINE;;;
C1;GASOLINE_PIPELINE;;;
C1;LPG_PIPELINE;;;
C1;LFO_PIPELINE;;;
C1;JET_FUEL_PIPELINE;;;
C1;SUV_ELEC_PRIVATE_BATT;;;
C1;MOTORCYCLE_ELEC_PRIVATE_BATT;;;
C1;BUS_ELEC_PUBLIC_BATT;;;
C1;ELECTRICITY;;;0.6874423524256015
C1;GASOLINE;;;
C1;DIESEL;;;0.5148635413215131
C1;GASOLINE_RE;;;
C1;DIESEL_RE;;;
C1;LFO;;;
C1;LFO_RE;;;
C1;JET_FUEL;;;
C1;JET_FUEL_RE;;;
C1;GAS;;;
C1;GAS_RE;;;
C1;WOOD;;;2.444111496511208e-05
C1;WET_BIOMASS;;;
C1;ENERGY_CROPS_2;;;
C1;BIOWASTE;;;
C1;BIOMASS_RESIDUES;;;
C1;COAL;;;
C1;URANIUM;;;
C1;WASTE;;;
C1;H2;;;
C1;H2_RE;;;
C1;AMMONIA;;;
C1;METHANOL;;;
C1;AMMONIA_RE;;;
C1;METHANOL_RE;;;
C1;CO2_EMISSIONS;;;
C1;RES_WIND;;;
C1;RES_SOLAR;;;
C1;RES_HYDRO;;;
C1;RES_GEO;;;
C1;CO2_ATM;;;
C1;CO2_INDUSTRY;;;
C1;CO2_CAPTURED;;;
C1;PT_HEAT;;;
C1;ST_HEAT;;;
C1;LPG;;;0.505862769752082
C1;LNG;;;8.18012654707604e-05
C1;CO2_EMISSIONS_CAPTURED;;;
C1;CO2_EMISSIONS_ATM;;;
C2;NUCLEAR;;;
C2;NUCLEAR_SMR;;;
C2;CCGT_AMMONIA;;;
C2;COAL_US;;;
C2;COAL_IGCC;;;
C2;BIOMASS_TO_POWER;;;
C2;PV_ROOFTOP;;;
C2;PV_UTILITY;0.0029611153104507544;0.0007579106960079758;
C2;PV_HS;0.0010995810017584168;4.079067004947339e-05;
C2;PT_COLLECTOR;;;
C2;ST_COLLECTOR;;;
C2;PT_POWER_BLOCK;;;
C2;ST_POWER_BLOCK;;;
C2;WIND_ONSHORE;;;
C2;WIND_OFFSHORE;;;
C2;HYDRO_DAM;;;
C2;HYDRO_RIVER;;;
C2;TIDAL_STREAM;;;
C2;TIDAL_RANGE;;;
C2;WAVE;;;
C2;GEOTHERMAL;;;
C2;GENSET_DIESEL;1.5843598746655907e-05;2.240344387283921e-06;
C2;HS_DIESEL;2.2570393172662283e-06;5.2949561963221e-05;
C2;OCGT;;;
C2;CCGT;;;
C2;ST_BIOMASS;;;
C2;ST_SNG;;;
C2;CCGT_SUR;;;
C2;IND_COGEN_GAS;;;
C2;IND_COGEN_WOOD;;;
C2;IND_COGEN_WASTE;;;
C2;IND_BOILER_GAS;;;
C2;IND_BOILER_WOOD;;7.564672274804575e-05;
C2;IND_BOILER_BIOWASTE;;;
C2;IND_BOILER_OIL;;9.062842704727686e-06;
C2;IND_BOILER_COAL;;;
C2;IND_BOILER_WASTE;;;
C2;IND_DIRECT_ELEC;;;
C2;DHN_HP_ELEC;;;
C2;DHN_COGEN_GAS;;;
C2;DHN_COGEN_WOOD;;;
C2;DHN_COGEN_WASTE;;;
C2;DHN_BOILER_GAS;;;
C2;DHN_BOILER_WOOD;;;
C2;DHN_BOILER_OIL;;;
C2;DHN_DEEP_GEO;;;
C2;DHN_SOLAR;;;
C2;DEC_HP_ELEC;;;
C2;DEC_THHP_GAS;;;
C2;DEC_COGEN_GAS;;;
C2;DEC_COGEN_OIL;;;
C2;DEC_ADVCOGEN_GAS;;;
C2;DEC_ADVCOGEN_H2;;;
C2;DEC_BOILER_GAS;1.967911462430773e-05;6.1914858606705e-06;
C2;DEC_BOILER_WOOD;;;
C2;DEC_BOILER_OIL;;;
C2;DEC_SOLAR;;;
C2;DEC_DIRECT_ELEC;0.0015349641665115378;5.302798861666146e-05;
C2;DEC_ELEC_COLD;0.003202645162503736;0.001147471211641356;
C2;DEC_THHP_GAS_COLD;;;
C2;IND_ELEC_COLD;;;
C2;TRAMWAY_TROLLEY;;;
C2;BUS_COACH_DIESEL;;;
C2;BUS_COACH_HYDIESEL;;;
C2;BUS_COACH_CNG_STOICH;;;
C2;BUS_COACH_FC_HYBRIDH2;;;
C2;TRAIN_PUB;;;
C2;PLANE_SHORT_HAUL;;;
C2;PLANE_H2_SHORT_HAUL;;;
C2;PLANE_LONG_HAUL;;;
C2;CAR_GASOLINE;;;
C2;CAR_DIESEL;;;
C2;CAR_NG;;;
C2;CAR_METHANOL;;;
C2;CAR_HEV;;;
C2;CAR_PHEV;;;
C2;CAR_BEV;;;
C2;CAR_FUEL_CELL;;;
C2;TRAIN_FREIGHT;;;
C2;BOAT_FREIGHT_DIESEL;;;
C2;BOAT_FREIGHT_NG;;;
C2;BOAT_FREIGHT_METHANOL;;;
C2;CARGO_LFO;;;
C2;CARGO_LNG;;;
C2;CARGO_METHANOL;;;
C2;CARGO_AMMONIA;;;
C2;CARGO_FUELCELL_LH2;;;
C2;CARGO_FUELCELL_AMMONIA;;;
C2;CARGO_RETRO_METHANOL;;;
C2;CARGO_RETRO_AMMONIA;;;
C2;TRUCK_DIESEL;;;
C2;TRUCK_METHANOL;;;
C2;TRUCK_FUEL_CELL;;;
C2;TRUCK_ELEC;;;
C2;TRUCK_NG;;;
C2;EFFICIENCY;;;
C2;DHN;;;
C2;GRID;;;
C2;HVAC_LINE;0.0008132834393085854;0.0001590628000299409;
C2;HVDC_SUBSEA;;;
C2;GAS_PIPELINE;;;
C2;GAS_SUBSEA;;;
C2;H2_RETROFITTED;;;
C2;H2_NEW;;;
C2;H2_SUBSEA_RETRO;;;
C2;H2_SUBSEA_NEW;;;
C2;H2_ELECTROLYSIS;;;
C2;H2_NG;;;
C2;H2_BIOMASS;;;
C2;BIOMASS_TO_METHANE;;;
C2;BIOWASTE_TO_METHANE;;;
C2;SYN_METHANATION;;;
C2;BIOMETHANATION_WET_BIOMASS;;;
C2;BIOMETHANATION_BIOWASTE;;;
C2;BIOMASS_TO_JET_FUEL;;;
C2;BIOMASS_TO_LFO;;;
C2;BIOWASTE_TO_JET_FUEL;;;
C2;BIOWASTE_TO_LFO;;;
C2;DIESEL_TO_JET_FUEL;;;
C2;ATM_CCS;;;
C2;INDUSTRY_CCS;;;
C2;SYN_METHANOLATION;;;
C2;METHANE_TO_METHANOL;;;
C2;BIOMASS_TO_METHANOL;;;
C2;BIOWASTE_TO_METHANOL;;;
C2;HABER_BOSCH;;;
C2;POWER_TO_JET_FUEL;;;
C2;POWER_TO_LFO;;;
C2;H2_TO_JET_FUEL;;;
C2;H2_TO_LFO;;;
C2;AMMONIA_TO_H2;;;
C2;OIL_TO_HVC;;;
C2;GAS_TO_HVC;;;
C2;BIOMASS_TO_HVC;;;
C2;METHANOL_TO_HVC;;;
C2;BATT_LI;0.003577496949748235;4.20679171236332e-05;
C2;BATT_HS;4.5506261057717166e-05;2.070734469358349e-05;
C2;CAES;;;
C2;BEV_BATT;;;
C2;PHEV_BATT;;;
C2;DAM_STORAGE;;;
C2;PHS;;;
C2;TS_DEC_DIRECT_ELEC;0.002630470100230863;0.0001633681425079828;
C2;TS_DEC_HP_ELEC;;;
C2;TS_DEC_THHP_GAS;;;
C2;TS_DEC_COGEN_GAS;;;
C2;TS_DEC_COGEN_OIL;;;
C2;TS_DEC_ADVCOGEN_GAS;;;
C2;TS_DEC_ADVCOGEN_H2;;;
C2;TS_DEC_BOILER_GAS;5.909433930302326e-05;3.670116776398296e-06;
C2;TS_DEC_BOILER_WOOD;;;
C2;TS_DEC_BOILER_OIL;;;
C2;TS_DHN_DAILY;;;
C2;TS_DHN_SEASONAL;;;
C2;TS_HIGH_TEMP;;;
C2;GAS_STORAGE;;;
C2;H2_STORAGE;;;
C2;DIESEL_STORAGE;0.00023731247754466909;0.0002325165214175772;
C2;JET_FUEL_STORAGE;0.00031371617417190966;0.0001116289599448973;
C2;GASOLINE_STORAGE;0.00014434835930417594;0.0001897782387076826;
C2;LFO_STORAGE;;;
C2;AMMONIA_STORAGE;;;
C2;METHANOL_STORAGE;;;
C2;PT_STORAGE;;;
C2;ST_STORAGE;;;
C2;TS_COLD;;;
C2;CO2_STORAGE;;;
C2;STOVE_WOOD;1.1010045197585912e-06;0.0003605930766852212;
C2;STOVE_LPG;;0.001646705701041555;
C2;STOVE_NG;5.171085047408938e-06;1.017679005556392e-05;
C2;STOVE_OIL;5.5041128003964565e-06;1.022481267651904e-05;
C2;STOVE_ELEC;0.0004131519002902316;6.346598921974818e-05;
C2;PLANE;;;
C2;FERMENTATION_TO_BIOETHANOL;;;
C2;ESTERIFICATION_TO_BIODIESEL;;;
C2;IND_BOILER_DIESEL;;1.329272543604238e-05;
C2;IND_BOILER_LPG;;;
C2;LPG_STORAGE;0.00035196968404593745;0.0001215529548096451;
C2;LNG_STORAGE;0.00033014806739073215;0.0001115862433648399;
C2;CAR_FG_PRIVATE;;;
C2;BUS_FG_PRIVATE;;;
C2;PICKUP_TRUCK_FG_PRIVATE;;;
C2;SUV_FG_PRIVATE;;;
C2;MOTORCYCLE_FG_PRIVATE;;;
C2;CAR_FG_PUBLIC;;;
C2;BUS_FG_PUBLIC;;;
C2;PICKUP_TRUCK_FG_PUBLIC;;;
C2;SUV_FG_PUBLIC;;;
C2;MOTORCYCLE_FG_PUBLIC;;;
C2;CAR_GASOLINE_PRIVATE;;;
C2;BUS_GASOLINE_PRIVATE;;;
C2;PICKUP_TRUCK_GASOLINE_PRIVATE;;;
C2;SUV_GASOLINE_PRIVATE;;;
C2;MOTORCYCLE_GASOLINE_PRIVATE;;;
C2;CAR_GASOLINE_PUBLIC;;;
C2;BUS_GASOLINE_PUBLIC;;;
C2;PICKUP_TRUCK_GASOLINE_PUBLIC;;;
C2;SUV_GASOLINE_PUBLIC;;;
C2;MOTORCYCLE_GASOLINE_PUBLIC;;;
C2;CAR_DIESEL_PRIVATE;;;
C2;BUS_DIESEL_PRIVATE;;;
C2;PICKUP_TRUCK_DIESEL_PRIVATE;;;
C2;SUV_DIESEL_PRIVATE;;;
C2;MOTORCYCLE_DIESEL_PRIVATE;;;
C2;CAR_DIESEL_PUBLIC;;;
C2;BUS_DIESEL_PUBLIC;;;
C2;PICKUP_TRUCK_DIESEL_PUBLIC;;;
C2;SUV_DIESEL_PUBLIC;;;
C2;MOTORCYCLE_DIESEL_PUBLIC;;;
C2;TRUCK_FG;;;
C2;VAN_FG;;;
C2;CARGO_MOTORCYCLE_FG;;;
C2;TRUCK_GASOLINE;;;
C2;VAN_GASOLINE;;;
C2;CARGO_MOTORCYCLE_GASOLINE;;;
C2;TRUCK_DIESEL_P;;;
C2;VAN_DIESEL;;;
C2;CARGO_MOTORCYCLE_DIESEL;;;
C2;CONVENTIONAL_BULB;;;
C2;LED_BULB;;;
C2;CONVENTIONAL_LIGHT;;;
C2;LED_LIGHT;0.0001283863893593519;0.0001556330707643315;
C2;REFRIGERATOR_EL;;;
C2;COMM_MACHINERY_DIESEL;1.3081576827600564e-05;1.782104660645723e-06;
C2;COMM_MACHINERY_EL;1.3458564634652617e-05;1.375534098783249e-06;
C2;IND_MACHINERY_EL;;;
C2;TRACTOR_DIESEL;;;
C2;AGR_MACHINERY_DIESEL;;;
C2;AGR_MACHINERY_EL;;;
C2;MIN_MACHINERY_DIESEL;;;
C2;MIN_MACHINERY_EL;;;
C2;FISH_MACHINERY_DIESEL;;6.678891255391362e-06;
C2;FISH_MACHINERY_EL;;4.705400918271317e-06;
C2;TRACTOR_EL;;;
C2;BUS_ELEC_PUBLIC;;;
C2;BUS_ELEC_PRIVATE;;;
C2;PICKUP_TRUCK_ELEC_PUBLIC;;;
C2;PICKUP_TRUCK_ELEC_PRIVATE;;;
C2;SUV_ELEC_PUBLIC;;;
C2;SUV_ELEC_PRIVATE;;;
C2;MOTORCYCLE_ELEC_PUBLIC;;;
C2;MOTORCYCLE_ELEC_PRIVATE;;;
C2;VAN_ELEC;;;
C2;CARGO_MOTORCYCLE_ELEC;;;
C2;TRAIN_FREIGHT_ELEC;;;
C2;BOAT_FREIGHT_ELEC;;;
C2;FUEL_CELL;;;
C2;ETHANOL_TO_FUELS;;;
C2;BIO_HYDROLYSIS;;;
C2;PYROLYSIS_TO_FUELS;;;
C2;PYROLYSIS_TO_LFO;;;
C2;FB_ST_BIOMASS;;;
C2;CFB_ST_BIOMASS;;;
C2;BFB_ST_BIOMASS;;;
C2;REGASIFICATION;2.7072860607202013e-05;4.914825471638477e-06;
C2;LIQUEFACTION;;;
C2;DIESEL_PIPELINE;;;
C2;GASOLINE_PIPELINE;;;
C2;LPG_PIPELINE;;;
C2;LFO_PIPELINE;;;
C2;JET_FUEL_PIPELINE;;;
C2;SUV_ELEC_PRIVATE_BATT;;;
C2;MOTORCYCLE_ELEC_PRIVATE_BATT;;;
C2;BUS_ELEC_PUBLIC_BATT;;;
C2;ELECTRICITY;;;
C2;GASOLINE;;;
C2;DIESEL;;;0.01449231888236346
C2;GASOLINE_RE;;;
C2;DIESEL_RE;;;
C2;LFO;;;
C2;LFO_RE;;;
C2;JET_FUEL;;;
C2;JET_FUEL_RE;;;
C2;GAS;;;
C2;GAS_RE;;;
C2;WOOD;;;2.32347432255399e-05
C2;WET_BIOMASS;;;
C2;ENERGY_CROPS_2;;;
C2;BIOWASTE;;;
C2;BIOMASS_RESIDUES;;;
C2;COAL;;;
C2;URANIUM;;;
C2;WASTE;;;
C2;H2;;;
C2;H2_RE;;;
C2;AMMONIA;;;
C2;METHANOL;;;
C2;AMMONIA_RE;;;
C2;METHANOL_RE;;;
C2;CO2_EMISSIONS;;;
C2;RES_WIND;;;
C2;RES_SOLAR;;;
C2;RES_HYDRO;;;
C2;RES_GEO;;;
C2;CO2_ATM;;;
C2;CO2_INDUSTRY;;;
C2;CO2_CAPTURED;;;
C2;PT_HEAT;;;
C2;ST_HEAT;;;
C2;LPG;;;0.03573821847699145
C2;LNG;;;7.593185767495993e-05
C2;CO2_EMISSIONS_CAPTURED;;;
C2;CO2_EMISSIONS_ATM;;;
C3;NUCLEAR;;;
C3;NUCLEAR_SMR;;;
C3;CCGT_AMMONIA;;;
C3;COAL_US;;;
C3;COAL_IGCC;;;
C3;BIOMASS_TO_POWER;;;
C3;PV_ROOFTOP;;;
C3;PV_UTILITY;7.652112600561731;1.958592415011457;
C3;PV_HS;0.2672350010491513;0.008382380987478745;
C3;PT_COLLECTOR;;;
C3;ST_COLLECTOR;;;
C3;PT_POWER_BLOCK;;;
C3;ST_POWER_BLOCK;;;
C3;WIND_ONSHORE;;;
C3;WIND_OFFSHORE;;;
C3;HYDRO_DAM;;;
C3;HYDRO_RIVER;;;
C3;TIDAL_STREAM;;;
C3;TIDAL_RANGE;;;
C3;WAVE;;;
C3;GEOTHERMAL;;;
C3;GENSET_DIESEL;;0.3076608805745858;
C3;HS_DIESEL;;0.0001439195841884634;
C3;OCGT;;;
C3;CCGT;;;
C3;ST_BIOMASS;;;
C3;ST_SNG;;;
C3;CCGT_SUR;;;
C3;IND_COGEN_GAS;;;
C3;IND_COGEN_WOOD;;;
C3;IND_COGEN_WASTE;;;
C3;IND_BOILER_GAS;;;
C3;IND_BOILER_WOOD;;0.003801012011596788;
C3;IND_BOILER_BIOWASTE;;;
C3;IND_BOILER_OIL;;0.0004553795951559023;
C3;IND_BOILER_COAL;;;
C3;IND_BOILER_WASTE;;;
C3;IND_DIRECT_ELEC;;;
C3;DHN_HP_ELEC;;;
C3;DHN_COGEN_GAS;;;
C3;DHN_COGEN_WOOD;;;
C3;DHN_COGEN_WASTE;;;
C3;DHN_BOILER_GAS;;;
C3;DHN_BOILER_WOOD;;;
C3;DHN_BOILER_OIL;;;
C3;DHN_DEEP_GEO;;;
C3;DHN_SOLAR;;;
C3;DEC_HP_ELEC;;;
C3;DEC_THHP_GAS;;;
C3;DEC_COGEN_GAS;;;
C3;DEC_COGEN_OIL;;;
C3;DEC_ADVCOGEN_GAS;;;
C3;DEC_ADVCOGEN_H2;;;
C3;DEC_BOILER_GAS;1.0024195448589843e-05;7.551537822831626e-05;
C3;DEC_BOILER_WOOD;;;
C3;DEC_BOILER_OIL;;;
C3;DEC_SOLAR;;;
C3;DEC_DIRECT_ELEC;0.08674931675218817;0.00298437729675729;
C3;DEC_ELEC_COLD;0.15611108944110946;0.05593282173401971;
C3;DEC_THHP_GAS_COLD;;;
C3;IND_ELEC_COLD;;;
C3;TRAMWAY_TROLLEY;;;
C3;BUS_COACH_DIESEL;;;
C3;BUS_COACH_HYDIESEL;;;
C3;BUS_COACH_CNG_STOICH;;;
C3;BUS_COACH_FC_HYBRIDH2;;;
C3;TRAIN_PUB;;;
C3;PLANE_SHORT_HAUL;;;
C3;PLANE_H2_SHORT_HAUL;;;
C3;PLANE_LONG_HAUL;;;
C3;CAR_GASOLINE;;;
C3;CAR_DIESEL;;;
