Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;2.691815276;0.037561442;0.075848496;0;0.0;0.0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;0.5388313282;0.00326374976;0.02628710136;0;0.0;0.0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0.0;0.0;0.0;0;0.2289374561;0.0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;5.192269125;0.003337671;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;79.93315987;0.006500596;0.0;0;0.0;0.0;0;0;[GWh]
Heat;Cooking;COOKING;38.231;37.316;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;8.114085023;0.01027351093;0.6493383205;0;0.0;0.0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0.0;0.0;0.0;0;0.0;0.0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0.0;0.0;0.9585721719;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0.0;0.0;0.0;0;0.0;2.737363372;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;0.0;0;0.0;0.0;0;0;[GWh]
