Technologies param;c_p;fmin_perc;fmax_perc;f_min;f_max
PHEV_BATT;1;0;1;0;0
DAM_STORAGE;1;0;1;567.589;567.59
PHS;1;0;1;0;0
TS_DEC_DIRECT_ELEC;1;0;1;0;0
TS_DEC_HP_ELEC;1;0;1;0;0
TS_DEC_THHP_GAS;1;0;1;0;0
TS_DEC_COGEN_GAS;1;0;1;0;0
TS_DEC_COGEN_OIL;1;0;1;0;0
TS_DEC_ADVCOGEN_GAS;1;0;1;0;0
TS_DEC_ADVCOGEN_H2;1;0;1;0;0
TS_DEC_BOILER_GAS;1;0;1;0;0
TS_DEC_BOILER_WOOD;1;0;1;0;0
TS_DEC_BOILER_OIL;1;0;1;0;0
TS_DHN_DAILY;1;0;1;0;0
TS_DHN_SEASONAL;1;0;1;0;0
TS_HIGH_TEMP;1;0;1;0;0
GAS_STORAGE;1;0;1;0;0
H2_STORAGE;1;0;1;0;0
DIESEL_STORAGE;1;0;1;1284.64;1284.64
JET_FUEL_STORAGE;1;0;1;231.8913243;231.8923243
GASOLINE_STORAGE;1;0;1;1244.25;1244.25
LFO_STORAGE;1;0;1;0;0
AMMONIA_STORAGE;1;0;1;0;0
METHANOL_STORAGE;1;0;1;0;0
PT_STORAGE;1;0;1;0;0
ST_STORAGE;1;0;1;0;0
TS_COLD;1;0;1;0;0
CO2_STORAGE;1;0;1;0;0
STOVE_WOOD;0.1875;0.002537031;0.009060826;0;1.00E+15
STOVE_LPG;0.1875;0.207759023;0.741996509;0;1.00E+15
STOVE_NG;0.1875;0.065280666;0.233145234;0;1.00E+15
STOVE_OIL;0.1875;0.000993511;0.003548253;0;1.00E+15
STOVE_ELEC;0.1875;0.00342977;0.012249178;0;1.00E+15
PLANE;0.114155251;0;1;0;1.00E+15
FERMENTATION_TO_BIOETHANOL;0.92;0;1;0.026010247;0.026010247
ESTERIFICATION_TO_BIODIESEL;0.8449;0;1;0;0
IND_BOILER_DIESEL;0.9;0.002667031;0.00952511;0;1.00E+15
IND_BOILER_LPG;0.9443;0.003123429;0.011155103;0;1.00E+15
LPG_STORAGE;1;0;1;955.9979906;955.9989906
LNG_STORAGE;1;0;1;27.07;27.071
CAR_FG_PRIVATE;0.1343125;0.035288719;0.126031139;0;1.00E+15
BUS_FG_PRIVATE;0.48372222;0;0;0;0
PICKUP_TRUCK_FG_PRIVATE;0.1343125;0.000593369;0.002119174;0;1.00E+15
SUV_FG_PRIVATE;0.1343125;0.004681765;0.016720589;0;1.00E+15
MOTORCYCLE_FG_PRIVATE;0.01989583;0;0;0;0
CAR_FG_PUBLIC;0.1343125;0;0;0;0
BUS_FG_PUBLIC;0.48372222;0.01763198;0.062971356;0;1.00E+15
PICKUP_TRUCK_FG_PUBLIC;0.1343125;0;0;0;0
SUV_FG_PUBLIC;0.1343125;0;0;0;0
MOTORCYCLE_FG_PUBLIC;0.01989583;0;0;0;0
CAR_GASOLINE_PRIVATE;0.1343125;0.13735846;0.490565929;0;1.00E+15
BUS_GASOLINE_PRIVATE;0.48372222;0;0;0;0
PICKUP_TRUCK_GASOLINE_PRIVATE;0.1343125;0.009740391;0.034787112;0;1.00E+15
SUV_GASOLINE_PRIVATE;0.1343125;0.040525796;0.144734987;0;1.00E+15
MOTORCYCLE_GASOLINE_PRIVATE;0.01989583;0.037927048;0.135453743;0;1.00E+15
CAR_GASOLINE_PUBLIC;0.1343125;0;0;0;0
BUS_GASOLINE_PUBLIC;0.48372222;0.201667267;0.720240238;0;1.00E+15
PICKUP_TRUCK_GASOLINE_PUBLIC;0.1343125;0;0;0;0
SUV_GASOLINE_PUBLIC;0.1343125;0;0;0;0
MOTORCYCLE_GASOLINE_PUBLIC;0.01989583;0;0;0;0
CAR_DIESEL_PRIVATE;0.1343125;0.006898032;0.024635827;0;1.00E+15
BUS_DIESEL_PRIVATE;0.48372222;0;0;0;0
PICKUP_TRUCK_DIESEL_PRIVATE;0.1343125;0.003850456;0.013751629;0;1.00E+15
SUV_DIESEL_PRIVATE;0.1343125;0.001933299;0.006904641;0;1.00E+15
MOTORCYCLE_DIESEL_PRIVATE;0.01989583;0;0;0;0
CAR_DIESEL_PUBLIC;0.1343125;0;0;0;0
BUS_DIESEL_PUBLIC;0.48372222;0.060382276;0.215650984;0;1.00E+15
PICKUP_TRUCK_DIESEL_PUBLIC;0.1343125;0;0;0;0
SUV_DIESEL_PUBLIC;0.1343125;0;0;0;0
MOTORCYCLE_DIESEL_PUBLIC;0.01989583;0;0;0;0
TRUCK_FG;0.01805556;0.005540582;0.019787793;0;1.00E+15
VAN_FG;0.0203125;0.017204664;0.061445228;0;1.00E+15
CARGO_MOTORCYCLE_FG;0.01075;0;0;0;0
TRUCK_GASOLINE;0.01805556;0.059965996;0.214164273;0;1.00E+15
VAN_GASOLINE;0.0203125;0.147175543;0.525626939;0;1.00E+15
CARGO_MOTORCYCLE_GASOLINE;0.01075;0.000185316;0.000661843;0;1.00E+15
TRUCK_DIESEL_P;0.01805556;0.214493422;0.766047934;0;1.00E+15
VAN_DIESEL;0.0203125;0.115434477;0.412265991;0;1.00E+15
CARGO_MOTORCYCLE_DIESEL;0.01075;0;0;0;0
CONVENTIONAL_BULB;1;0.220602318;0.78786542;0;1.00E+15
LED_BULB;1;0.059397682;0.21213458;0;1.00E+15
CONVENTIONAL_LIGHT;1;0;1;0;1.00E+15
LED_LIGHT;1;0;1;0;0
REFRIGERATOR_EL;1;0;1;0;1.00E+15
COMM_MACHINERY_DIESEL;1;0.212097626;0.75749152;0;1.00E+15
COMM_MACHINERY_EL;1;0.067902374;0.24250848;0;1.00E+15
IND_MACHINERY_EL;1;0;1;0;1.00E+15
TRACTOR_DIESEL;1;0;1;0;1.00E+15
AGR_MACHINERY_DIESEL;1;0.145368845;0.519174448;0;1.00E+15
AGR_MACHINERY_EL;1;0.134631155;0.480825552;0;1.00E+15
MIN_MACHINERY_DIESEL;1;0.165687484;0.591741013;0;1.00E+15
MIN_MACHINERY_EL;1;0.114312516;0.408258987;0;1.00E+15
FISH_MACHINERY_DIESEL;1;0.117482112;0.419578973;0;1.00E+15
FISH_MACHINERY_EL;1;0.162517888;0.580421027;0;1.00E+15
TRACTOR_EL;1;0;1;0;0
BUS_ELEC_PUBLIC;0.48372222;0;1;0;0
BUS_ELEC_PRIVATE;0.48372222;0;1;0;0
PICKUP_TRUCK_ELEC_PUBLIC;0;0;1;0;0
PICKUP_TRUCK_ELEC_PRIVATE;0;0;1;0;0
SUV_ELEC_PUBLIC;0.1343125;0;1;0;0
SUV_ELEC_PRIVATE;0.1343125;0;1;0;0
MOTORCYCLE_ELEC_PUBLIC;0.01989583;0;1;0;0
MOTORCYCLE_ELEC_PRIVATE;0.01989583;0;1;0;0
VAN_ELEC;0;0;1;0;0
CARGO_MOTORCYCLE_ELEC;0.0203125;0;1;0;0
TRAIN_FREIGHT_ELEC;0.342465753;0;1;0;0
BOAT_FREIGHT_ELEC;0.114155251;0;1;0;0
FUEL_CELL;1;0;1;0;0
ETHANOL_TO_FUELS;0.95;0;1;0;0
BIO_HYDROLYSIS;0.8449;0;1;0;0
PYROLYSIS_TO_FUELS;0.8449;0;1;0;0
PYROLYSIS_TO_LFO;0.8449;0;1;0;0
FB_ST_BIOMASS;0.409994599;0;1;0;0
CFB_ST_BIOMASS;0.409994599;0;1;0;0
BFB_ST_BIOMASS;0.409994599;0;1;0;0
REGASIFICATION;1;0;1;0.010087958;0.010088958
LIQUEFACTION;1;0;1;0;0
DIESEL_PIPELINE;1;0;1;0;1.00E+15
GASOLINE_PIPELINE;1;0;1;0;1.00E+15
LPG_PIPELINE;1;0;1;0;1.00E+15
LFO_PIPELINE;1;0;1;0;1.00E+15
JET_FUEL_PIPELINE;1;0;1;0;1.00E+15
SUV_ELEC_PRIVATE_BATT;1;0;1;0;0
MOTORCYCLE_ELEC_PRIVATE_BATT;1;0;1;0;0
BUS_ELEC_PUBLIC_BATT;1;0;1;0;0
