Regions;Resources;avail_local;avail_exterior;R_year_local;R_year_exterior;R_year_import;R_year_export
C3;WOOD;8.572901;;;;;
C3;WET_BIOMASS;;;;;;
C3;ENERGY_CROPS_2;;;;;;
C3;BIOWASTE;;;;;;
C3;BIOMASS_RESIDUES;33.29435;;;;;
C3;COAL;;;;;;
C3;URANIUM;;;;;;
C3;WASTE;;;;;;
C3;H2;;;;;;
C3;H2_RE;;;;;;
C3;AMMONIA;;;;;;
C3;METHANOL;;;;;;
C3;AMMONIA_RE;;;;;;
C3;METHANOL_RE;;;;;;
C3;CO2_EMISSIONS;;1000000000000000.0;;;;
C3;RES_WIND;1000000000000000.0;;;;;
C3;RES_SOLAR;1000000000000000.0;;1.710238534393992;;;
C3;RES_HYDRO;1000000000000000.0;;;;;
C3;RES_GEO;1000000000000000.0;;;;;
C3;CO2_ATM;;1000000000000000.0;;;;
C3;CO2_INDUSTRY;;;;;;
C3;CO2_CAPTURED;;;;;;
C3;PT_HEAT;;;;;;
C3;ST_HEAT;;;;;;
C3;LPG;;1000000.0;;117.05133093987023;;
C3;LNG;;1.0;;0.9999999999999992;;
C3;CO2_EMISSIONS_CAPTURED;;1000000000000000.0;;;;
C3;CO2_EMISSIONS_ATM;;1000000000000000.0;;;;
C4;ELECTRICITY;;;;;0.03427532359206894;0.020562280614220513
C4;GASOLINE;;1000000.0;;;;
C4;DIESEL;;1000000.0;;253.46107701972946;;
C4;GASOLINE_RE;;;;;;
C4;DIESEL_RE;;;;;;
C4;LFO;;1.0;;;;
C4;LFO_RE;;;;;;
C4;JET_FUEL;;1.0;;;;
C4;JET_FUEL_RE;;;;;;
C4;GAS;;;;;;
C4;GAS_RE;;;;;;
C4;WOOD;20.660842;;;;;
C4;WET_BIOMASS;;;;;;
C4;ENERGY_CROPS_2;;;;;;
C4;BIOWASTE;;;;;;
C4;BIOMASS_RESIDUES;80.239972;;;;;
C4;COAL;;;;;;
C4;URANIUM;;;;;;
C4;WASTE;;;;;;
C4;H2;;;;;;
C4;H2_RE;;;;;;
C4;AMMONIA;;;;;;
C4;METHANOL;;;;;;
C4;AMMONIA_RE;;;;;;
C4;METHANOL_RE;;;;;;
C4;CO2_EMISSIONS;;1000000000000000.0;;;;
C4;RES_WIND;1000000000000000.0;;;;;
C4;RES_SOLAR;1000000000000000.0;;0.855229196483986;;;
C4;RES_HYDRO;1000000000000000.0;;;;;
C4;RES_GEO;1000000000000000.0;;;;;
C4;CO2_ATM;;1000000000000000.0;;;;
C4;CO2_INDUSTRY;;;;;;
C4;CO2_CAPTURED;;;;;;
C4;PT_HEAT;;;;;;
C4;ST_HEAT;;;;;;
C4;LPG;;1000000.0;;53.84972734543583;;
C4;LNG;;1.0;;1.0000000000000013;;
C4;CO2_EMISSIONS_CAPTURED;;1000000000000000.0;;;;
C4;CO2_EMISSIONS_ATM;;1000000000000000.0;;;;
C5;ELECTRICITY;;;;;0.011935572791371833;0.011919212029956569
C5;GASOLINE;;1000000.0;;;;
C5;DIESEL;;1000000.0;;225.44240721544452;;
C5;GASOLINE_RE;;;;;;
C5;DIESEL_RE;;;;;;
C5;LFO;;1.0;;;;
C5;LFO_RE;;;;;;
C5;JET_FUEL;;1.0;;;;
C5;JET_FUEL_RE;;;;;;
C5;GAS;;;;;;
C5;GAS_RE;;;;;;
C5;WOOD;0.295315;;;;;
C5;WET_BIOMASS;;;;;;
C5;ENERGY_CROPS_2;;;;;;
C5;BIOWASTE;;;;;;
C5;BIOMASS_RESIDUES;1.146905;;;;;
C5;COAL;;;;;;
C5;URANIUM;;;;;;
C5;WASTE;;;;;;
C5;H2;;;;;;
C5;H2_RE;;;;;;
C5;AMMONIA;;;;;;
C5;METHANOL;;;;;;
C5;AMMONIA_RE;;;;;;
C5;METHANOL_RE;;;;;;
C5;CO2_EMISSIONS;;1000000000000000.0;;;;
C5;RES_WIND;1000000000000000.0;;;;;
C5;RES_SOLAR;1000000000000000.0;;0.9519254717606767;;;
C5;RES_HYDRO;1000000000000000.0;;;;;
C5;RES_GEO;1000000000000000.0;;;;;
C5;CO2_ATM;;1000000000000000.0;;;;
C5;CO2_INDUSTRY;;;;;;
C5;CO2_CAPTURED;;;;;;
C5;PT_HEAT;;;;;;
C5;ST_HEAT;;;;;;
C5;LPG;;1000000.0;;48.35917308033959;;
C5;LNG;;1.0;;0.9999999999999999;;
C5;CO2_EMISSIONS_CAPTURED;;1000000000000000.0;;;;
C5;CO2_EMISSIONS_ATM;;1000000000000000.0;;;;
