Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;56.64309585;55.49633858;10.55703526;0.0;0;0.0;0;0.0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;1.234029218;0.0;1.307885566;0.0;0;0.0;0;0.0;[GWh]
Lighting;Public lighting;LIGHTING_P;0.0;1.298929721;0.0;0.0;0;0.0;0;0.0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;39.31913848;0.0;0;0.0;0;0.0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;7.039967101;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Heat;Cooking;COOKING;43.96089558;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Cold;Space cooling;SPACE_COOLING;39.71031983;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;4.62213138;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;0;0;0.0;0;0.0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;09;0;0.0;0;0.0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[Mpkm]
Mobility;International shipping;SHIPPING;0.0;0.0;0.0;0;0;0.0;0;0.0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0.0;0.90802253;0.0;0.0;0;0.0;0;0.0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0.0;0.0;0.0;0.0;0;24.81928248;0;0.0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0.0;0.0;0.0;0.0;0;0.0;0;0.0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0.0;0.0;0.0;0.0;0;0.0;0;5.788015104;[GWh]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;0;0.0;0;0.0;0;0.0;[GWh]
